Property Address,Property Name,PropertyType,Building Status,Submarket Cluster,Submarket Name,City,State,Zip,County Name,Year Built,Number Of Stories,Year Renovated,Number Of Parking Spaces,Parking Ratio,RBA,Max Building Contiguous Space,Smallest Available Space,Total Available Space (SF),Direct Available Space,Direct Vacant Space,Sublet Available Space,Average Weighted Rent,Percent Leased,Office Space,Building Tax Expenses,Building Operating Expenses,Sublet Services,Direct Services,Leasing Company Name,Leasing Company City State Zip,Leasing Company Phone,Leasing Company Fax,Primary Agent Name,Property Manager Name,Developer Name,Owner Name,Features,Power,Ceiling Ht,Number Of Loading Docks,Drive Ins,Column Spacing,Sprinklers,Number Of Cranes,Construction Material,Rail Lines,Heating,Sewer,Water,Gas,PropertyID,Avg Rent-Direct (Industrial),Avg Rent-Sublet (Industrial),Building Park,Land Area (AC),Latitude,Longitude,Owner Address,Owner City State Zip,Owner Contact,Owner Phone,Property Manager Address,Property Manager City State Zip,Property Manager Contact,Property Manager Phone,Recorded Owner Address,Recorded Owner City State Zip,Recorded Owner Contact,Recorded Owner Name,Recorded Owner Phone,Rent Type,Rent/SF/Yr,Sale Company Address,Sale Company City State Zip,Sale Company Contact,Sale Company Fax,Sale Company Name,Sale Company Phone,Sales Company,Sales Contact,Sales Contact Phone,True Owner Address,True Owner City State Zip,True Owner Contact,True Owner Name,True Owner Phone,Zoning,Anchor Tenants,Building Class,Fema Flood Zone,Flood Risk Area,Floodplain Area,For Sale Price,Fund Name,Last Sale Date,Last Sale Price,Leasing Company Address,Leasing Company Contact,Star Rating,Tax Year,Taxes Per SF,Taxes Total,Tenancy,Total Buildings
3410 E Fifth Ave,,Industrial,Existing,Northeast,Airport,Columbus,OH,43219-3816,Franklin,1986,1,,38,2.44,15575,,,,,0,,-,100,900,2021 Tax @ $1.95/sf,2021 Tax @ $1.95/sf,,,,"Columbus, OH 43215-2672",,6142414701,,,,Schwartz Glass Supply Company,,,"18'0""",5,"4/9'0""w x 14'0""h",,,,Masonry,,,,,,495880,,,,1.7,39.985152,-82.91211,3410 E Fifth Ave,"Columbus, OH 43219-3816",Abe Schwartz,6142352381,,,,,3410 E Fifth Ave,"Columbus, OH 43219-3816",,Schwartz Glass Supply Company,6142352381,,$5.12 - 6.26 (Est.),,,,,,,,,,3410 E Fifth Ave,"Columbus, OH 43219-3816",Abe Schwartz,Schwartz Glass Supply Company,6142352381,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,325 John H McConnell Blvd Suite # 450,,2,2021,1.95,30314.78,Single,
3470 E Fifth Ave,,Industrial,Existing,Northeast,Airport,Columbus,OH,43219-3816,Franklin,1968,1,,80,5.67,14104,,,,,0,,-,100,,2021 Tax @ $4.21/sf,2021 Tax @ $4.21/sf,,,,,,,,,,"Harrop Industries, Inc.",,,"24'0""",,None,,,,,,,,,,495848,,,,4.5,39.985011,-82.911216,3470 E Fifth Ave,"Columbus, OH 43219-3816",James Houseman,6142313621,,,,,3470 E Fifth Ave,"Columbus, OH 43219-3816",,"Harrop Industries, Inc.",6142313621,,$6.55 - 8.01 (Est.),,,,,,,,,,3470 E Fifth Ave,"Columbus, OH 43219-3816",James Houseman,"Harrop Industries, Inc.",6142313621,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,4.21,59416.24,Single,
7670 S Fishel Dr,Compass Construction,Industrial,Existing,Northwest,Dublin,Dublin,OH,43016-8820,Franklin,1987,1,,24,1.67,14400,,,,,0,,-,100,,2021 Tax @ $1.93/sf,2021 Tax @ $1.93/sf,,,,,,,,,,Compass Construction,,,"16'0""",,2,,,,,,,,,,495231,,,,3,40.1030634,-83.1933988,7670 Fishel Dr S,"Dublin, OH 43016-8820",Larry Mirgon,6147617800,,,,,7670 Fishel Dr S,"Dublin, OH 43016-8820",,Compass Construction,6147617800,,$6.94 - 8.48 (Est.),,,,,,,,,,7670 Fishel Dr S,"Dublin, OH 43016-8820",Larry Mirgon,Compass Construction,6147617800,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,1.93,27801.4,Multi,
2525 Fisher Rd,,Industrial,Existing,Northwest,Downtown West,Columbus,OH,43204-3533,Franklin,1977,1,,38,2.38,16000,,,,,0,,-,100,,2021 Tax @ $1.21/sf,2021 Tax @ $1.21/sf,,,,,,,,,,"Columbus Roof Trusses, Inc.",Fenced Lot,,"18'0""",,"3/9'0""w x 12'0""h",,,,Masonry,,,,,,495413,,,,6.7,39.974063,-83.069649,2525 Fisher Rd,"Columbus, OH 43204-3533",Tony Iacopetta,6142726464,,,,,2525 Fisher Rd,"Columbus, OH 43204-3533",,"Columbus Roof Trusses, Inc.",6142726464,,$6.12 - 7.47 (Est.),,,,,,,,,,2525 Fisher Rd,"Columbus, OH 43204-3533",Tony Iacopetta,"Columbus Roof Trusses, Inc.",6142726464,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,1.21,19400.98,Single,
2790 Fisher Rd,,Industrial,Existing,Northwest,Downtown West,Columbus,OH,43204-3536,Franklin,1972,1,2003,50,3.83,14650,,,,,0,,-,100,5000,2021 Tax @ $1.31/sf,2021 Tax @ $1.31/sf,,,,"Hilliard, OH 43026    ",,,,,,Paul M Doucher,"24 Hour Access, Fenced Lot, Signage, Yard, Storage Space",,"14'0""",1,"2/12'0""h",,,,Metal,,,,,,495418,,,,2.02,39.974168,-83.073919,2790 Fisher Rd,"Columbus, OH 43204-3536",,6147668205,,,,,2790 Fisher Rd,"Columbus, OH 43204-3536",,Paul M Doucher,,,$5.29 - 6.47 (Est.),,,,,,,,,,2790 Fisher Rd,"Columbus, OH 43204-3536",,Paul M Doucher,6147668205,M2,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,9/17/18 0:00,729000,4635 Trueman Blvd,,2,2021,1.31,19217.2,Single,
3840 Fisher Rd,,Industrial,Existing,Northwest,Downtown West,Columbus,OH,43228-1016,Franklin,1964,1,,16,1.11,14420,,,,,0,,-,100,2520,2021 Tax @ $1.84/sf,2021 Tax @ $1.84/sf,,,,,,,,,,Maxim Services LLC,Fenced Lot,,"14'0""",3,2,,,,Masonry,,,,,,495506,,,,6.8,39.968093,-83.1015,6550 Guion Rd Suite # 150,"Indianapolis, IN 46268-4890",John Hoefle,3172901080,,,,,3840 Fisher Rd,"Columbus, OH 43228-1016",,Overland Transportation System,,,$6.19 - 7.57 (Est.),,,,,,,,,,6550 Guion Rd Suite # 150,"Indianapolis, IN 46268-4890",John Hoefle,Maxim Services LLC,3172901080,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,1,2021,1.84,26479.02,Multi,
5132 Fisher Rd,,Industrial,Existing,Northwest,Hilliard,Columbus,OH,43228-9752,Franklin,2017,,,23,,14000,,,,,0,,-,100,,2021 Tax @ $2.37/sf,2021 Tax @ $2.37/sf,,,,,,,,,Frazier Development Inc,"CMC Landing, LLC",,,,,,,,,Steel,,,,,,10379845,,,,3.7149,39.9741122,-83.1344031,5941 Donegal Mano,"Clarence Center, NY 14032",,,,,,,5941 Donegal Mano,"Clarence Center, NY 14032",,"CMC Landing, LLC",,,$7.30 - 8.93 (Est.),,,,,,,,,,,,,,,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,3,2021,2.37,33144.9,,
1225 Frank Rd,,Industrial,Existing,Southwest,SW Columbus,Columbus,OH,43223-3729,Franklin,,1,,54,3.6,15000,,,,,0,,-,100,,2021 Tax @ $0.04/sf,2021 Tax @ $0.04/sf,,,,,,,,,,Cat Rentals Ltd,Signage,,,,"4/8'0""w x 10'0""h",,,,Masonry,,,,,,895333,,,,0.379,39.916279,-83.037987,PO BOX 442,"GALLOWAY, OH 43119",Claudia Bright,6148711112,,,,,PO BOX 442,"GALLOWAY, OH 43119",,Cat Rentals Ltd,6148711112,,$14.37 - 15.39 (Est.),,,,,,,,,,PO BOX 442,"GALLOWAY, OH 43119",Claudia Bright,Cat Rentals Ltd,6148711112,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,0.04,554.02,Single,
535 Franklin Ave,Mid Ohio Wood Products,Industrial,Existing,Licking County,Licking County,Heath,OH,43056-1610,Licking,1967,1,,8,,15800,,,,,0,,-,100,,2021 Tax @ $0.57/sf,2021 Tax @ $0.57/sf,,,,"Heath, OH 43056-1610",,7403230657,,,,"Mid-Ohio Wood Products, Inc.",,,"18'0""",,2,,,,,,,,,,496441,,,,8.51,40.0374209,-82.4099118,535 Franklin Ave,"Heath, OH 43056-1610",,7403230621,,,,,535 Franklin Ave,"Heath, OH 43056-1610",,"Mid-Ohio Wood Products, Inc.",7403230621,,$5.56 - 5.87 (Est.),,,,,,,,,,535 Franklin Ave,"Heath, OH 43056-1610",,"Mid-Ohio Wood Products, Inc.",7403230621,,,C,The base floodplain where base flood elevations are provided. AE Zones are now used on new format FIRMs instead of A1-A30 Zones.,High Risk Areas,100-year Floodplain,,,,,535 Franklin Ave,,1,2021,0.57,9015.54,Single,
5250 Franklin St,Bldg C,Industrial,Demolished,Northwest,Hilliard,Hilliard,OH,43026,Franklin,1948,1,,14,1.02,13746,,,,,0,,-,,,,,,,,,,,,,,Margulies Margulies & Margulies,,,,,"10/9'0""w x 11'0""h",,,,Masonry,,,,,,6424046,,,,5.04,40.0311673,-83.1565599,2392 Main St,"Columbus, OH 43209    ",,,,,,,2392 Main St,"Columbus, OH 43209    ",,Margulies Margulies & Margulies,,,Not Disclosed,,,,,,,,,,,,,,,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,,,,Single,
872-876 Freeway Dr N,Bldg 11,Industrial,Existing,Northeast,N Central Columbus,Columbus,OH,43229,Franklin,1983,1,,80,6.25,12800,,,,,0,,-,100,1435,2021 Tax @ $5.62/sf,2021 Tax @ $5.62/sf,,,"The Mark F. Taggart Company, AMO","Columbus, OH 43229-5425",6148462993,6148464105,"Mark Taggart, CPM, SIOR",,,"The Mark F. Taggart Company, AMO",,,"15'0""",1,"2/10'0""w x 14'0""h",,,,Masonry,,,,,,510369,,,Freeway Business Park,2.11,40.0715487,-82.9948222,942 N Freeway Dr Suite # A,"Columbus, OH 43229-5425","Mark Taggart, CPM, SIOR",6148462993,,,,,942-A Freeway Dr N,"Columbus, OH 43229-5425",,YDT Sinclair Road LLC,6148462993,,$8.00 - 9.77 (Est.),,,,,,,,,,942 N Freeway Dr Suite # A,"Columbus, OH 43229-5425","Mark Taggart, CPM, SIOR","The Mark F. Taggart Company, AMO",6148462993,M1,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,942 N Freeway Dr Suite # A,"Mark Taggart, CPM, SIOR",2,2021,5.62,71874,Multi,
882-888 Freeway Dr N,Bldg 12,Industrial,Existing,Northeast,N Central Columbus,Columbus,OH,43229,Franklin,1983,1,,120,10,12800,,,,,0,,-,100,2000,2021 Tax @ $5.62/sf,2021 Tax @ $5.62/sf,,,"The Mark F. Taggart Company, AMO","Columbus, OH 43229-5425",6143250965,6148464105,Jean Ferrell,"The Mark F. Taggart Company, AMO",,"The Mark F. Taggart Company, AMO",,3p,"15'0""",5,None,,,,Masonry,,,,,,510106,,,Freeway Business Park,2.11,40.07153,-82.994297,942 N Freeway Dr Suite # A,"Columbus, OH 43229-5425","Mark Taggart, CPM, SIOR",6148462993,942 N Freeway Dr Suite # A,"Columbus, OH 43229-5425","Mark Taggart, CPM, SIOR",6148462993,942-A Freeway Dr N,"Columbus, OH 43229-5425",,YDT Sinclair Road LLC,6148462993,,$7.62 - 9.31 (Est.),,,,,,,,,,942 N Freeway Dr Suite # A,"Columbus, OH 43229-5425","Mark Taggart, CPM, SIOR","The Mark F. Taggart Company, AMO",6148462993,M1,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,942 N Freeway Dr Suite # A,Jean Ferrell,2,2021,5.62,71874,Multi,
1182 S Front St,,Industrial,Existing,Southeast,Downtown South,Columbus,OH,43206-3436,Franklin,1949,1,,,,13803,,,,,0,,-,100,,2021 Tax @ $0.81/sf,2021 Tax @ $0.81/sf,,,,,,,,,,1182 Front Street Partners Llc,,,,1,1,,,,,,,,,,11087949,,,,0.34,39.9378813,-82.9972861,1182 S Front St,"Columbus, OH 43206-3436",,,,,,,1182 S Front St,"Columbus, OH 43206-3436",,1182 Front Street Partners Llc,,,$5.60 - 6.84 (Est.),,,,,,,,,,,,,,,M,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,9/30/19 0:00,460000,,,3,2021,0.81,11126.94,,
1250 S Front St,,Industrial,Existing,Southeast,Downtown South,Columbus,OH,43206-3437,Franklin,1964,1,,9,0.7,12863,,,,,0,,-,100,,2021 Tax @ $1.08/sf,2021 Tax @ $1.08/sf,,,"ROI Realty Services, Inc.","Columbus, OH 43221-2416",6142212500,6142215676,Bill Greenlee,,,1250 South Front Llc,,,"14'0""",1,1,,,,,,,,,,494725,,,,0.6,39.9363183,-82.9972233,,,,,,,,,,,,1250 South Front Llc,,,$4.97 - 6.08 (Est.),,,,,,,,,,,,,,,C,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,6/21/22 0:00,,941 Chatham Ln,Bill Greenlee,2,2021,1.08,13903.02,Single,
6225 Frost Rd,,Industrial,Existing,Delaware County,Delaware County,Westerville,OH,43082,Delaware,,1,,10,,15088,,,,,0,,-,100,,2021 Tax @ $1.48/sf,2021 Tax @ $1.48/sf,,,,,,,,,,Marco Ents Management Lllp,,,,1,"2/12'0""w x 14'0""h",,,,Metal,,,,,,8764147,,,,1.5,40.1527,-82.9175397,941 Embassy Ct,"Marco Island, FL 34145-6830",,,,,,,941 Embassy Ct,"Marco Island, FL 34145-6830",,Marco Ents Management Lllp,,,$7.18 - 8.77 (Est.),,,,,,,,,,,,,,,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,12/7/12 0:00,700000,,,2,2021,1.48,22283.74,Single,
6240 Frost Rd,,Industrial,Existing,Delaware County,Delaware County,Westerville,OH,43082,Delaware,1984,2,,6,,13600,,,,,0,,-,100,,2021 Tax @ $0.81/sf,2021 Tax @ $0.81/sf,,,Osburn Family Properties LLC,"Westerville, OH 43082    ",6148900600,,Rod Osburn,,,Osburn Family Properties LLC,,,"16'0""",,"4/12'0""w x 14'0""h",,,,Metal,,,,,,494377,,,,1.27,40.151631,-82.917459,6210 Frost Rd,"Westerville, OH 43082    ",Rod Osburn,6148900600,,,,,6210 Frost Rd,"Westerville, OH 43082    ",,Osburn Family Properties LLC,6148900600,,$7.29 - 8.91 (Est.),,,,,,,,,,6210 Frost Rd,"Westerville, OH 43082    ",Rod Osburn,Osburn Family Properties LLC,6148900600,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,6210 Frost Rd,Rod Osburn,2,2021,0.81,11030.84,Multi,
4852 Frusta Dr,Rear,Industrial,Existing,Southeast,Southeast,Columbus,OH,43207,Franklin,1973,1,,10,0.69,14400,,,,,0,,-,100,,2021 Tax @ $1.79/sf,2021 Tax @ $1.79/sf,,,,,,,,,,Southern Commerce Center Llc,Fenced Lot,3p,"22'0""",2,"2/9'0""w x 14'0""h",,,,Metal,,,,,,7807412,,,,5.68,39.8680955,-82.9390261,477 S High St,"Columbus, OH 43215",Reid Wasserstrom,6147629005,,,,,477 S High St,"Columbus, OH 43215",,Southern Commerce Center Llc,6147629005,,$5.47 - 6.69 (Est.),,,,,,,,,,477 S High St,"Columbus, OH 43215",Reid Wasserstrom,Southern Commerce Center Llc,6147629005,M,,C,Areas with a 1% annual chance of flooding and a 26% chance of flooding over the life of a 30-year mortgage.,High Risk Areas,100-year Floodplain,,,,,,,2,2021,1.79,25817.14,Multi,
190 E Fulton St,190 E Fulton St,Industrial,Existing,Downtown,Downtown,Columbus,OH,43215-5417,Franklin,1910,1,,60,1.67,12898,,,,,0,,-,100,,,,,,,,,,,,,Columbus City Schools,Fenced Lot,,"18'0""",,"1/9'0""w x 11'0""h",,,,Masonry,,,,,,494547,,,,1,39.95444,-82.993892,270 E State St,"Columbus, OH 43215-4312",,6143655000,,,,,,,,Board of Education of the Columbus School District,,,$8.29 - 10.13 (Est.),,,,,,,,,,270 E State St,"Columbus, OH 43215-4312",,Columbus City Schools,6143655000,"DD,Columbus",,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,6/7/07 0:00,1050000,,,2,,,,Multi,
35 S Galena Rd,,Flex,Existing,Delaware County,Delaware County,Sunbury,OH,43074,Delaware,,1,,16,1.02,15700,,,,,0,,-,100,,2021 Tax @ $0.88/sf,2021 Tax @ $0.88/sf,,,Gossing Construction Company,"Sunbury, OH 43074",7402720945,,Klaus Gossing,,,Gossing Construction Company,,,,1,"4/9'0""w x 14'0""h",,,,Masonry,,,,,,7643692,,,,5.357,40.2641913,-82.9079299,35 S Galena Rd Suite # Unit A,"Sunbury, OH 43074",Klaus Gossing,7409650822,,,,,35 Galena Rd,"Sunbury, OH 43074",,Gossing Klaus-dieter P,,,$6.10 - 7.45 (Est.),,,,,,,,,,35 S Galena Rd Suite # Unit A,"Sunbury, OH 43074",Klaus Gossing,Gossing Construction Company,7409650822,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,35 S Galena Rd Suite # Unit A,Klaus Gossing,2,2021,0.88,13893.92,Multi,
734 Garden Rd,,Industrial,Existing,Northeast,N Central Columbus,Columbus,OH,43214-2257,Franklin,1978,1,,40,3.06,13056,,,,,0,,-,100,,2021 Tax @ $1.39/sf,2021 Tax @ $1.39/sf,,,Multiverse Properties,"Columbus, OH 43214-2257",2156901482,,Ramble Krohn,,,"RJ Electrical Connections, LLC",,,"16'0""",1,5,,,,Reinforced Concrete,,,,,,495919,,,,1,40.055901,-83.000016,48 Amazon Pl,"Columbus, OH 43214",Ramble Krohn,2154772758,,,,,48 Amazon Pl,"Columbus, OH 43214",,"RJ Electrical Connections, LLC",2154772758,,$9.78 - 11.95 (Est.),,,,,,,,,,48 Amazon Pl,"Columbus, OH 43214",Ramble Krohn,"RJ Electrical Connections, LLC",2154772758,Industrial,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,2/23/16 0:00,605000,734 Garden Rd,Ramble Krohn,2,2021,1.39,18143.98,Multi,
1580 Georgesville Rd,,Industrial,Demolished,Southwest,SW Columbus,Columbus,OH,43228-3616,Franklin,1962,2,,60,3.96,15150,,,,,0,,-,,4050,,,,,"Crown Enterprises, LLC","Warren, MI 48089-2010",5864671703,5864670114,Jason Crawford,,,,Fenced Lot,,"16'0""",29,"5/9'0""w x 11'0""h",,Yes,,Masonry,,,,,,495611,,,,10.1,39.918024,-83.133191,,,,,,,,,,,,,,,Not Disclosed,,,,,,,,,,,,,,,Industrial,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,12225 Stephens Rd,Jason Crawford,2,,,,Multi,
1455 Gerrard Ave,,Industrial,Demolished,Northwest,Grandview,Columbus,OH,43212-2604,Franklin,1950,1,,12,,15000,,,,,0,,-,,1000,2021 Tax @ $0.62/sf,2021 Tax @ $0.62/sf,,,,,,,,,,James J & Huld E Peppe,,,"12'0""",,"1/9'0""w x 11'0""h",,,,Masonry,,,,,,495064,,,,0.8,39.988883,-83.033523,P.O.Box 12231,"Columbus, OH 43212-0231",,6144863132,,,,,P.O.Box 12231,"Columbus, OH 43212-0231",,James J & Huld E Peppe,6144863132,,Not Disclosed,,,,,,,,,,P.O.Box 12231,"Columbus, OH 43212-0231",,James J & Huld E Peppe,6144863132,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,0.62,9226.02,Multi,
286 S Glenwood Ave,,Industrial,Existing,Northwest,Downtown West,Columbus,OH,43223,Franklin,1930,1,,10,0.73,13696,,,,,0,,-,100,,2021 Tax @ $0.27/sf,2021 Tax @ $0.27/sf,,,Komla Edah,"Grove City, OH 43123",6149910221,,Richard Edah,,,Komla Edah,Fenced Lot,,,2,"1/8'0""w x 10'0""h",,,,Masonry,,,,,,6886642,,,,0.49,39.9528559,-83.0289324,4069 Mary Anne Pl,"Grove City, OH 43123",Richard Edah,6149910221,,,,,2280 Satterbury Ct,"Dublin, OH 43016",,A & J Rentals Llc,,,$1.07 - 1.30 (Est.),,,,,,,,,,4069 Mary Anne Pl,"Grove City, OH 43123",Richard Edah,Komla Edah,6149910221,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,4/18/13 0:00,75000,4069 Mary Anne Pl,Richard Edah,1,2021,0.27,3677.19,Single,
1071 Goodale Blvd,Metfoam Casting,Industrial,Existing,Northwest,Grandview,Columbus,OH,43212-3830,Franklin,1969,1,,12,1.25,16000,,,,,0,,-,100,2400,2021 Tax @ $1.28/sf,2021 Tax @ $1.28/sf,,,,,,,,,,TAP Holdings LLC,,Heavy,"18'0""",,"4/10'0""w x 16'0""h",,,,Reinforced Concrete,,,,,,495077,,,,1.5,39.974237,-83.03237,782 NW 42nd Ave,"Miami, FL 33126-5541",David Shade,,,,,,,,,Straight Up Investments Llc,,,$7.11 - 8.69 (Est.),,,,,,,,,,782 NW 42nd Ave,"Miami, FL 33126-5541",David Shade,TAP Holdings LLC,,"HM, Columbus",,C,The base floodplain where base flood elevations are provided. AE Zones are now used on new format FIRMs instead of A1-A30 Zones.,High Risk Areas,100-year Floodplain,,,12/30/22 0:00,,,,2,2021,1.28,20431.52,Multi,
1104 Goodale Blvd,,Industrial,Existing,Northwest,Grandview,Columbus,OH,43212-3726,Franklin,1954,1,,14,,15000,,,,,0,,-,100,1000,2021 Tax @ $1.18/sf,2021 Tax @ $1.18/sf,,,,,,,,,,Star Beacon Products Company,,,"14'0""",,"2/8'0""w x 10'0""h",,,,Masonry,,,,,,495078,,,,0.5,39.974859,-83.033263,1104 Goodale Blvd,"Columbus, OH 43212-3726",Philip Schirtzin,6142944657,,,,,1104 Goodale Blvd,"Columbus, OH 43212-3726",,Schirtzinger A Kathryn Trust,,,$7.83 - 9.57 (Est.),,,,,,,,,,1104 Goodale Blvd,"Columbus, OH 43212-3726",Philip Schirtzin,Star Beacon Products Company,6142944657,,,C,The base floodplain where base flood elevations are provided. AE Zones are now used on new format FIRMs instead of A1-A30 Zones.,High Risk Areas,100-year Floodplain,,,12/23/14 0:00,476000,,,1,2021,1.18,17693.24,Single,
1423 Goodale Blvd,,Industrial,Existing,Northwest,Grandview,Columbus,OH,43212-3737,Franklin,1950,1,,12,0.82,14600,,,,,0,,-,100,,2021 Tax @ $2.71/sf,2021 Tax @ $2.71/sf,,,,,,,,,,1423 Goodale Llc,Signage,,"28'0""",,"1/10'0""w x 12'0""h",,,,Masonry,,,,,,495088,,,,1.5,39.976146,-83.04218,,,,,,,,,,,,1423 Goodale Llc,,,$7.36 - 8.99 (Est.),,,,,,,,,,,,,,,C,,C,"Area of minimal flood hazard, usually depicted on FIRMs as above the 500-year flood level.",Moderate to Low Risk Areas,500-year Floodplain,,,7/6/22 0:00,,,,2,2021,2.71,39592.24,Multi,
1444 Goodale Blvd,,Industrial,Existing,Northwest,Grandview,Columbus,OH,43212-3738,Franklin,1958,1,,36,3.59,13942,,,,,0,,-,100,,2021 Tax @ $1.78/sf,2021 Tax @ $1.78/sf,,,,,,,,,,"Ingle-Barr Construction Services, Inc.",Fenced Lot,,"14'0""",,"11/9'0""w x 11'0""h",,,,Masonry,,,,,,47219,,,,2.159986,39.978051,-83.041368,1444 Goodale Blvd,"Columbus, OH 43212-3738",,6144210201,,,,,1444 Goodale Blvd,"Columbus, OH 43212-3738",,"Ingle-Barr Construction Services, Inc.",6144210201,,$7.87 - 9.62 (Est.),,,,,,,,,,1444 Goodale Blvd,"Columbus, OH 43212-3738",,"Ingle-Barr Construction Services, Inc.",6144210201,"N/Av, Columbus",,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,10/17/01 0:00,490000,,,1,2021,1.78,24818.56,Single,
141 E Goodale St,Gordon Keith,Industrial,Existing,Downtown,Downtown,Columbus,OH,43215-2027,Franklin,1960,1,,14,1.07,13050,,,,,0,,-,100,,,,,,,,,,,,,Franklin County Convention Facilities Authority,,,"14'0""",,1,,,,,,,,,,494556,,,,0.5,39.9740451,-82.9990024,400 N High St,"Columbus, OH 43215-1453",,6148272500,,,,,400 N High St,"Columbus, OH 43215-1453",,Franklin County Convention Facilities Authority,6148272500,,$8.92 - 9.49 (Est.),,,,,,,,,,400 N High St,"Columbus, OH 43215-1453",,Franklin County Convention Facilities Authority,6148272500,M-2,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,2/4/08 0:00,765000,,,2,,,,Single,
242 N Grant Ave,242 N Grant Ave,Industrial,Existing,Downtown,Downtown,Columbus,OH,43215-2642,Franklin,1928,1,,24,1.71,14000,,,,,0,,-,100,,2021 Tax @ $1.36/sf,2021 Tax @ $1.36/sf,,,,,,,,,,Roman J Claprood Company,,,"12'0""",,"5/14'0""w x 12'0""h",,,,Masonry,,,,,,494503,,,,0.8,39.968287,-82.991686,242 N Grant Ave,"Columbus, OH 43215-2642",Floyd Claprood,6142215515,,,,,242 N Grant Ave,"Columbus, OH 43215-2642",,Roman J Claprood Company,6142215515,,$8.29 - 10.13 (Est.),,,,,,,,,,242 N Grant Ave,"Columbus, OH 43215-2642",Floyd Claprood,Roman J Claprood Company,6142215515,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,1.36,18971.65,Single,
