current_occupant,business_name,tradestyle_name,duns,subject_address_full,website,phone,naics_code,naics_description,sic_code,sic_description,employees_at_location,year_started,type_of_location,company_address_line_1,company_address_city,company_address_state,company_address_postal_code,subject_address_line_1,subject_address_city,subject_address_state,subject_address_postal_code,reonomy_property_id,apn,longitude,latitude
"Exclusively Floors, LLC","Exclusively Floors, LLC",Exclusively Floors & Cabinets,784911948,"460 SCHROCK RD, COLUMBUS, OH 43229",www.floorsandcabinets.com,,449121,Floor Covering Retailers,57139901,Carpets,7,2005,Single Location,460 Schrock Rd Ste F,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.001391,40.101753
"Morgan Auto, LLC","Morgan Auto, LLC",,051541751,"460 SCHROCK RD, COLUMBUS, OH 43229",,6144316362,811111,General Automotive Repair,75380101,Diesel engine repair: automotive,2,2013,Single Location,470 Schrock Rd Ste I,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.002243,40.102814
Piedmont Columbus,Piedmont Columbus,,057123745,"460 SCHROCK RD, COLUMBUS, OH 43229",www.piedmont.org,6149850745,622110,General Medical and Surgical Hospitals,80620000,General medical and surgical hospitals,9,2013,Single Location,460 Schrock Rd Ste A,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.002258,40.101594
"Tmh Printing Venture, LLC","Tmh Printing Venture, LLC",,145006610,"460 SCHROCK RD, COLUMBUS, OH 43229",,,323111,Commercial Printing (except Screen and Books),27540000,"Commercial printing, gravure",1,2004,Single Location,460 Schrock Rd Ste F,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.001391,40.101753
Exim International Inc,Exim International Inc,The Warm Glow,191675248,"460 SCHROCK RD, COLUMBUS, OH 43229",,,423510,Metal Service Centers and Other Metal Merchant Wholesalers,50510301,Copper,7,1988,HQ,470 Schrock Rd Ste I,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.002243,40.102814
"Central Indiana Hardware Co., Inc.","Central Indiana Hardware Co., Inc.",C I H Columbus,614577240,"460 SCHROCK RD, COLUMBUS, OH 43229",www.cih-inc.com,,423710,Hardware Merchant Wholesalers,50720000,Hardware,4,,Branch,460 Schrock Rd Ste C,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.002052,40.101738
LMC Leasing LLC,LMC Leasing LLC,,109287159,"460 SCHROCK RD, COLUMBUS, OH 43229",,,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,73590000,"Equipment rental and leasing, nec",2,2019,Single Location,470 Schrock Rd Ste D,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.002243,40.102814
Koorsen Security Technolo,Koorsen Security Technolo,,106030205,"460 SCHROCK RD, COLUMBUS, OH 43229",www.koorsen.com,6144419216,238210,Electrical Contractors and Other Wiring Installation Contractors,17310403,Fire detection and burglar alarm systems specialization,1,2018,Single Location,460 Schrock Rd Ste E,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.001738,40.101722
"Sauter Enterprises, LLC","Sauter Enterprises, LLC",,021221678,"460 SCHROCK RD, COLUMBUS, OH 43229",,,561499,All Other Business Support Services,73890000,"Business services, nec",2,2016,Single Location,460 Schrock Rd Ste D,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.001778,40.101722
Facilities Development Group LLC,Facilities Development Group LLC,,040628420,"460 SCHROCK RD, COLUMBUS, OH 43229",,,541511,Custom Computer Programming Services,73710300,Computer software development and applications,2,2016,Single Location,470 Schrock Rd Ste A,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.002243,40.102814
Cls Direct,Cls Direct,,090996993,"460 SCHROCK RD, COLUMBUS, OH 43229",www.clsfromfactorydirect.com,6144360357,449110,Furniture Retailers,57120102,Mattresses,2,2015,Single Location,460 Schrock Rd,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.00196,40.101831
"Cleveland Construction, Inc.","Cleveland Construction, Inc.",,052263523,"6399 BROUGHTON AVE, COLUMBUS, OH 43213",www.clevelandconstruction.com,,236220,Commercial and Institutional Building Construction,15420101,"Commercial and office building, new construction",108,,Branch,6399 Broughton Ave,Columbus,OH,43213,6399 Broughton Ave,Columbus,OH,43213,c11e0684-6bbe-5a70-85be-fc4161ee3d6a,520-143650,-82.828774,39.985569
"Famous Enterprises, Inc.","Famous Enterprises, Inc.",,032641399,"4300 ROBERTS RD, COLUMBUS, OH 43228",www.famous-supply.com,3307629621,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,50750200,Warm air heating equipment and supplies,1,,Branch,4300 Roberts Rd,Columbus,OH,43228,4300 Roberts Rd,Columbus,OH,43228,ab817e9d-d1aa-51fe-b61a-93a46486d8e6,560-182527,-83.110636,40.002453
"IRS Liquidating, Inc.","IRS Liquidating, Inc.",,168754349,"4300 ROBERTS RD, COLUMBUS, OH 43228",www.hescoinc.com,,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,50870304,Janitors' supplies,22,,Branch,4300 Roberts Rd,Columbus,OH,43228,4300 Roberts Rd,Columbus,OH,43228,ab817e9d-d1aa-51fe-b61a-93a46486d8e6,560-182527,-83.11225,40.002135
County of Union,County of Union,,046070022,"16900 SQUARE DR, MARYSVILLE, OH 43040",www.unioncounty.org,9376456733,921190,Other General Government Support,91990403,"General government administration, County government",10,,Branch,16900 Square Dr Ste 100,Marysville,OH,43040,16900 Square Dr,Marysville,OH,43040,61a5d2be-a09a-591e-bf90-cfe1627fcc80,29-0016009-0000,-83.345591,40.244282
"U-Co, Industries, Inc.","U-Co, Industries, Inc.",,161897483,"16900 SQUARE DR, MARYSVILLE, OH 43040",www.ucoindustries.com,9376443021,624310,Vocational Rehabilitation Services,83319902,Sheltered workshop,52,1974,Single Location,16900 Square Dr Ste 110,Marysville,OH,43040,16900 Square Dr,Marysville,OH,43040,61a5d2be-a09a-591e-bf90-cfe1627fcc80,29-0016009-0000,-83.345681,40.244642
Union Co Board of Dd,Union Co Board of Dd,,061095057,"16900 SQUARE DR, MARYSVILLE, OH 43040",,9376456733,621210,Offices of Dentists,80210000,Offices and clinics of dentists,4,2011,Single Location,16900 Square Dr Ste 104,Marysville,OH,43040,16900 Square Dr,Marysville,OH,43040,61a5d2be-a09a-591e-bf90-cfe1627fcc80,29-0016009-0000,-83.345636,40.244454
"MPW Transportation Services, LLC","MPW Transportation Services, LLC",,081110036,"9711 LANCASTER RD, HEBRON, OH 43025",www.mpwservices.com,7409278790,488510,Freight Transportation Arrangement,47310000,Freight transportation arrangement,2,2014,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.532027,39.953788
Pro Kleen Environmental Servic,Pro Kleen Environmental Servic,,104315126,"9711 LANCASTER RD, HEBRON, OH 43025",,,561790,Other Services to Buildings and Dwellings,76991700,Cleaning services,1,2019,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.532027,39.953788
"MPW Industrial Water Services, Inc.","MPW Industrial Water Services, Inc.",,809108678,"9711 LANCASTER RD, HEBRON, OH 43025",www.mpwservices.com,8008278790,488390,Other Support Activities for Water Transportation,44990200,Water transportation cleaning services,174,1998,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.532027,39.953788
"Noir Naples Property Management, LLC","Noir Naples Property Management, LLC",,033442420,"9711 LANCASTER RD, HEBRON, OH 43025",,,561110,Office Administrative Services,87410000,Management services,2,2014,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.532027,39.953788
"MPW Industrial Services, Inc.","MPW Industrial Services, Inc.",MPW,075037747,"9711 LANCASTER RD, HEBRON, OH 43025",www.mpwservices.com,8008278790,561720,Janitorial Services,73499902,"Cleaning service, industrial or commercial",600,1997,HQ,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.532027,39.953788
"MPW Industrial Services Group, Inc.","MPW Industrial Services Group, Inc.",,031268464,"9711 LANCASTER RD, HEBRON, OH 43025",www.mpwservices.com,7409278790,561720,Janitorial Services,73499902,"Cleaning service, industrial or commercial",78,1972,HQ,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.532027,39.953788
"Fieldforce Workforce Solutions, Inc.","Fieldforce Workforce Solutions, Inc.",,089589412,"9711 LANCASTER RD, HEBRON, OH 43025",www.fieldforcesolutions.com,,561311,Employment Placement Agencies,73610000,Employment agencies,2,2021,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.534054,39.950355
"MPW Industrial Water of Ohio, Inc.","MPW Industrial Water of Ohio, Inc.",,091259602,"9711 LANCASTER RD, HEBRON, OH 43025",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2014,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.534054,39.950355
Kleen Porta,Kleen Porta,,094895613,"9711 LANCASTER RD, HEBRON, OH 43025",,,561790,Other Services to Buildings and Dwellings,76991700,Cleaning services,1,2019,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.532027,39.953788
"Production Paint Stripping of Ohio, Inc.","Production Paint Stripping of Ohio, Inc.",,091561335,"9711 LANCASTER RD, HEBRON, OH 43025",,,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",75320200,Lettering and painting services,1,2021,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.534054,39.950355
"Wright Lake Cottage, LLC","Wright Lake Cottage, LLC",,101676501,"9711 LANCASTER RD, HEBRON, OH 43025",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2012,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.532027,39.953788
"Noir Casualty Holdings, Inc.","Noir Casualty Holdings, Inc.",,089734030,"9711 LANCASTER RD, HEBRON, OH 43025",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2021,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.534054,39.950355
"Production Paint Stripping, Inc.","Production Paint Stripping, Inc.",,090066865,"9711 LANCASTER RD, HEBRON, OH 43025",,,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",75320200,Lettering and painting services,1,2021,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.534054,39.950355
"MPW Equipment Leasing, LLC","MPW Equipment Leasing, LLC",MPW,079910401,"9711 LANCASTER RD, HEBRON, OH 43025",www.mpwservices.com,8008278790,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",50630500,Electric alarms and signaling equipment,5,2014,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.532027,39.953788
"MPW Manufacturing Services, LLC","MPW Manufacturing Services, LLC",,091296263,"9711 LANCASTER RD, HEBRON, OH 43025",www.mpwservices.com,,339999,All Other Miscellaneous Manufacturing,39990000,"Manufacturing industries, nec",1,2014,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.534054,39.950355
MPW Management Services Corp.,MPW Management Services Corp.,,945152759,"9711 LANCASTER RD, HEBRON, OH 43025",www.mpwservices.com,7409278790,541611,Administrative Management and General Management Consulting Services,87420000,Management consulting services,2,1997,HQ,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.532027,39.953788
"Black Family Real Estate Investments, LLC","Black Family Real Estate Investments, LLC",,087910420,"9711 LANCASTER RD, HEBRON, OH 43025",,,523910,Miscellaneous Intermediation,67990000,"Investors, nec",2,2020,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.532027,39.953788
"MPW Utilities, LLC","MPW Utilities, LLC",,088761989,"9711 LANCASTER RD, HEBRON, OH 43025",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2018,Single Location,9711 Lancaster Rd,Hebron,OH,43025,9711 Lancaster Rd,Hebron,OH,43025,b3b21227-10fc-4fa7-b212-2710fc4fa736,073-330738-01.002,-82.534054,39.950355
"Lancaster Commercial Products, LLC","Lancaster Commercial Products, LLC",,078846856,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",www.lcpinc.com,,423840,Industrial Supplies Merchant Wholesalers,50850000,Industrial supplies,34,2013,Single Location,2353 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.113904,40.000853
Central Ohio Appliance Repair Inc.,Central Ohio Appliance Repair Inc.,,106659727,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",www.centralohioappliance.com,6143155956,811412,Appliance Repair and Maintenance,76290300,Electrical household appliance repair,2,2010,Single Location,2323 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.113668,40.000878
Buckeye City Sports Cards LLC,Buckeye City Sports Cards LLC,,091318041,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2017,Single Location,2317 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.11242,40.000752
"Pomeroy It Solutions Sales Company, Inc.","Pomeroy It Solutions Sales Company, Inc.",ADS,095380338,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",www.pomeroy.com,6148766521,238210,Electrical Contractors and Other Wiring Installation Contractors,17319902,Computer installation,10,,Branch,2339 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.113408,40.001095
Down To The Wire LLC,Down To The Wire LLC,,091517822,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",www.dttwelectric.com,,238210,Electrical Contractors and Other Wiring Installation Contractors,17319903,General electrical contractor,1,2020,Single Location,2335 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.113251,40.001152
Bell Tree Productions LLC,Bell Tree Productions LLC,,070080904,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",www.belltreeproductions.com,6143193119,512120,Motion Picture and Video Distribution,78220000,Motion picture and tape distribution,4,2014,Single Location,2355 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.23641,39.99585
Central Ohio Heating and Cooling Services LLC,Central Ohio Heating and Cooling Services LLC,,088628415,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",www.careheatingcooling.com,,238220,"Plumbing, Heating, and Air-Conditioning Contractors",17110405,Warm air heating and air conditioning contractor,1,2019,Single Location,2323 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.113606,40.000668
Central Ohio Affordable Appliance Repair Inc.,Central Ohio Affordable Appliance Repair Inc.,,089442893,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",www.centralohioappliance.com,,811412,Appliance Repair and Maintenance,76290300,Electrical household appliance repair,1,2020,Single Location,2323 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.113606,40.000668
Capitol City Enterprises,Capitol City Enterprises,,053525710,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",www.capitolcitytrailers.com,6147715500,484110,"General Freight Trucking, Local",42120000,"Local trucking, without storage",1,2011,Single Location,2353 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.113904,40.000853
"Pca-Corrections, LLC","Pca-Corrections, LLC",Synchrony Pharmacy,964441336,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",,6142978244,424210,Drugs and Druggists' Sundries Merchant Wholesalers,51220308,Pharmaceuticals,9,,Branch,4014 Venture Ct,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.114447,40.000287
Dyson,Dyson,,009592050,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",www.dyson.com,6147777388,335210,Small Electrical Appliance Manufacturing,36350000,Household vacuum cleaners,2,2013,Single Location,2361 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.114177,40.000686
Service Experts Heating & Air Conditioning LLC,Service Experts Heating & Air Conditioning LLC,,029911637,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",www.serviceexpertscolumbus.com,,238220,"Plumbing, Heating, and Air-Conditioning Contractors",17110405,Warm air heating and air conditioning contractor,21,,Branch,4006 Venture Ct,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.114251,40.000066
White Glove Appliance Delivery Corp.,White Glove Appliance Delivery Corp.,,090493968,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2022,Single Location,2323 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.113606,40.000668
k Line Logistics (u.s.a.) Inc.,k Line Logistics (u.s.a.) Inc.,,079207941,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",,6149871165,488510,Freight Transportation Arrangement,47310202,Foreign freight forwarding,1,,Branch,2315 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.112408,40.000722
Gt Pizza,Gt Pizza,,049301942,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",,6149690030,722513,Limited-Service Restaurants,58120600,Pizza restaurants,7,2016,Single Location,2335 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.113251,40.001152
"Chc Manufacturing, Inc.","Chc Manufacturing, Inc.",,079196146,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",www.chcfab.com,6145271606,332323,Ornamental and Architectural Metal Work Manufacturing,34460109,"Stairs, staircases, stair treads: prefabricated Metal",4,,Branch,2343 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.113547,40.001021
Chc Fabricating Corp..,Chc Fabricating Corp..,,121559293,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",www.chcfab.com,6145271606,332312,Fabricated Structural Metal Manufacturing,34410000,Fabricated structural Metal,2,,Branch,2343 Westbrooke Dr,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.113547,40.001021
"Gem City Home Care, Llc.","Gem City Home Care, Llc.",,037579487,"2323 WESTBROOKE DR, COLUMBUS, OH 43228",www.gemcityhc.com,6145880228,623311,Continuing Care Retirement Communities,80599905,"Personal care home, with health care",24,,Branch,4020 Venture Ct,Columbus,OH,43228,2323 Westbrooke Dr,Columbus,OH,43228,3947d837-8d3b-5c66-a1fa-d604568fc2aa,560-211479,-83.114774,40.000212
